OG	P	FDR_P	numtax	bp
10644	0.016	0.195434782609	13	669
11206	0.016	0.195434782609	18	2436
11483	0.016	0.195434782609	14	783
11499	0.016	0.195434782609	18	3333
11961	0.016	0.195434782609	18	6204
12041	0.016	0.195434782609	18	1992
12706	0.016	0.195434782609	17	2559
12880	0.016	0.195434782609	19	3624
12996	0.016	0.195434782609	19	2148
13155	0.016	0.195434782609	19	2232
13223	0.016	0.195434782609	19	4686
13814	0.016	0.195434782609	19	921
13891	0.016	0.195434782609	19	3735
14229	0.016	0.195434782609	18	684
14242	0.016	0.195434782609	19	1134
15010	0.016	0.195434782609	18	969
15384	0.016	0.195434782609	18	561
15499	0.016	0.195434782609	19	510
16836	0.016	0.195434782609	19	963
17258	0.016	0.195434782609	15	786
17786	0.016	0.195434782609	18	477
18464	0.016	0.195434782609	17	576
19141	0.016	0.195434782609	15	447
19303	0.016	0.195434782609	15	399
19412	0.016	0.195434782609	13	474
10431	0.017	0.1982230869	17	7692
10581	0.017	0.1982230869	17	5610
10958	0.017	0.1982230869	18	987
11824	0.017	0.1982230869	14	501
12234	0.017	0.1982230869	16	1056
12337	0.017	0.1982230869	18	6459
12368	0.017	0.1982230869	14	1023
13573	0.017	0.1982230869	19	624
13610	0.017	0.1982230869	17	690
13771	0.017	0.1982230869	19	2013
14120	0.017	0.1982230869	19	975
14621	0.017	0.1982230869	19	2022
14714	0.017	0.1982230869	19	2673
14718	0.017	0.1982230869	18	3579
15150	0.017	0.1982230869	18	555
15342	0.017	0.1982230869	19	960
15417	0.017	0.1982230869	19	2718
15605	0.017	0.1982230869	19	3096
16114	0.017	0.1982230869	19	2277
16148	0.017	0.1982230869	18	1500
16271	0.017	0.1982230869	19	3702
16426	0.017	0.1982230869	19	1002
16830	0.017	0.1982230869	17	1251
17210	0.017	0.1982230869	17	1911
18011	0.017	0.1982230869	18	339
18022	0.017	0.1982230869	17	1140
18042	0.017	0.1982230869	18	1635
18053	0.017	0.1982230869	18	708
18292	0.017	0.1982230869	14	1026
18422	0.017	0.1982230869	15	903
18635	0.017	0.1982230869	14	507
18884	0.017	0.1982230869	15	447
18994	0.017	0.1982230869	16	639
19274	0.017	0.1982230869	15	978
19291	0.017	0.1982230869	14	2418
11236	0.018	0.203547169811	19	8751
11513	0.018	0.203547169811	17	1749
11668	0.018	0.203547169811	18	2553
11678	0.018	0.203547169811	17	630
11706	0.018	0.203547169811	18	1599
11980	0.018	0.203547169811	16	1833
14096	0.018	0.203547169811	18	825
14122	0.018	0.203547169811	16	2157
14548	0.018	0.203547169811	19	996
14683	0.018	0.203547169811	17	1671
14922	0.018	0.203547169811	19	1386
15206	0.018	0.203547169811	18	2124
15293	0.018	0.203547169811	19	2274
16096	0.018	0.203547169811	19	1332
17178	0.018	0.203547169811	18	2010
17492	0.018	0.203547169811	16	636
17718	0.018	0.203547169811	18	1200
18504	0.018	0.203547169811	13	561
18780	0.018	0.203547169811	13	405
18792	0.018	0.203547169811	17	573
19129	0.018	0.203547169811	16	1188
19312	0.018	0.203547169811	15	681
19317	0.018	0.203547169811	15	591
19569	0.018	0.203547169811	12	639
11266	0.019	0.204318181818	19	1194
11366	0.019	0.204318181818	17	2754
11641	0.019	0.204318181818	18	1770
12021	0.019	0.204318181818	19	552
12261	0.019	0.204318181818	13	885
12330	0.019	0.204318181818	14	477
12350	0.019	0.204318181818	19	3051
12459	0.019	0.204318181818	19	5667
12525	0.019	0.204318181818	18	4125
12601	0.019	0.204318181818	18	1593
12614	0.019	0.204318181818	19	5793
12671	0.019	0.204318181818	19	1104
12775	0.019	0.204318181818	19	1500
12838	0.019	0.204318181818	19	1812
12871	0.019	0.204318181818	19	693
12946	0.019	0.204318181818	19	2871
13032	0.019	0.204318181818	19	1107
13222	0.019	0.204318181818	19	1911
13286	0.019	0.204318181818	19	2511
13289	0.019	0.204318181818	19	3501
13312	0.019	0.204318181818	19	1668
13990	0.019	0.204318181818	18	1158
14226	0.019	0.204318181818	19	723
14348	0.019	0.204318181818	19	1608
14430	0.019	0.204318181818	19	2235
15025	0.019	0.204318181818	19	1908
15296	0.019	0.204318181818	19	2013
15326	0.019	0.204318181818	19	924
15370	0.019	0.204318181818	11	5388
16063	0.019	0.204318181818	19	1602
17008	0.019	0.204318181818	17	420
17344	0.019	0.204318181818	18	477
17637	0.019	0.204318181818	18	2781
17811	0.019	0.204318181818	16	642
17849	0.019	0.204318181818	18	1542
18000	0.019	0.204318181818	18	687
18290	0.019	0.204318181818	17	648
18626	0.019	0.204318181818	17	1665
18796	0.019	0.204318181818	14	480
19497	0.019	0.204318181818	14	1629
19735	0.019	0.204318181818	12	381
10866	0.02	0.208584686775	16	2601
10939	0.02	0.208584686775	19	1674
11193	0.02	0.208584686775	15	1572
11671	0.02	0.208584686775	18	2121
12277	0.02	0.208584686775	18	1020
12559	0.02	0.208584686775	19	759
12629	0.02	0.208584686775	18	1557
12988	0.02	0.208584686775	17	1209
13387	0.02	0.208584686775	19	2127
14196	0.02	0.208584686775	17	1350
14482	0.02	0.208584686775	19	738
14570	0.02	0.208584686775	19	1275
14978	0.02	0.208584686775	19	1380
15284	0.02	0.208584686775	18	468
15385	0.02	0.208584686775	19	2091
15487	0.02	0.208584686775	19	2625
16932	0.02	0.208584686775	18	1029
17110	0.02	0.208584686775	18	2061
17440	0.02	0.208584686775	18	2664
17617	0.02	0.208584686775	18	1131
18434	0.02	0.208584686775	17	465
18435	0.02	0.208584686775	13	1572
18562	0.02	0.208584686775	16	2145
18737	0.02	0.208584686775	17	348
18822	0.02	0.208584686775	16	483
19443	0.02	0.208584686775	14	1920
11054	0.021	0.211410974244	12	900
11175	0.021	0.211410974244	17	4242
11882	0.021	0.211410974244	18	1992
12236	0.021	0.211410974244	19	3105
12689	0.021	0.211410974244	19	960
13070	0.021	0.211410974244	19	1179
13080	0.021	0.211410974244	19	648
13464	0.021	0.211410974244	19	2127
13498	0.021	0.211410974244	19	2145
13851	0.021	0.211410974244	19	1377
13911	0.021	0.211410974244	19	1554
14453	0.021	0.211410974244	19	2601
14647	0.021	0.211410974244	19	3645
15060	0.021	0.211410974244	19	1932
15290	0.021	0.211410974244	18	2124
15496	0.021	0.211410974244	19	3171
15989	0.021	0.211410974244	19	2937
16091	0.021	0.211410974244	19	2949
16511	0.021	0.211410974244	19	1434
16569	0.021	0.211410974244	19	1197
16871	0.021	0.211410974244	19	708
17196	0.021	0.211410974244	14	996
17313	0.021	0.211410974244	16	756
17405	0.021	0.211410974244	17	1224
17959	0.021	0.211410974244	18	1059
18363	0.021	0.211410974244	17	975
18614	0.021	0.211410974244	16	993
18675	0.021	0.211410974244	17	1518
18805	0.021	0.211410974244	17	1071
19009	0.021	0.211410974244	16	822
19122	0.021	0.211410974244	16	753
10811	0.022	0.212895586652	16	1437
11139	0.022	0.212895586652	16	2499
11406	0.022	0.212895586652	19	957
11621	0.022	0.212895586652	18	2067
12493	0.022	0.212895586652	18	1467
12661	0.022	0.212895586652	18	2103
12723	0.022	0.212895586652	19	2802
12853	0.022	0.212895586652	19	1371
12995	0.022	0.212895586652	19	438
13341	0.022	0.212895586652	17	2754
13473	0.022	0.212895586652	18	3753
13589	0.022	0.212895586652	19	10188
14042	0.022	0.212895586652	19	1605
14117	0.022	0.212895586652	19	1425
14423	0.022	0.212895586652	19	5982
14479	0.022	0.212895586652	19	1188
14554	0.022	0.212895586652	19	2028
14756	0.022	0.212895586652	15	402
14769	0.022	0.212895586652	19	7605
14950	0.022	0.212895586652	19	753
15244	0.022	0.212895586652	19	2949
15781	0.022	0.212895586652	16	903
15807	0.022	0.212895586652	19	1296
16207	0.022	0.212895586652	19	1044
16678	0.022	0.212895586652	19	3831
16775	0.022	0.212895586652	19	633
17022	0.022	0.212895586652	18	1233
17739	0.022	0.212895586652	17	1371
17842	0.022	0.212895586652	17	642
18050	0.022	0.212895586652	18	795
18498	0.022	0.212895586652	16	804
19019	0.022	0.212895586652	16	1572
19126	0.022	0.212895586652	16	573
19173	0.022	0.212895586652	16	996
19636	0.022	0.212895586652	13	432
19769	0.022	0.212895586652	12	633
10571	0.023	0.218342133052	19	1182
11131	0.023	0.218342133052	18	2211
11519	0.023	0.218342133052	18	1368
11561	0.023	0.218342133052	16	2283
11592	0.023	0.218342133052	17	729
11816	0.023	0.218342133052	18	2472
12038	0.023	0.218342133052	18	978
12455	0.023	0.218342133052	17	372
13683	0.023	0.218342133052	18	1398
14121	0.023	0.218342133052	19	1896
14172	0.023	0.218342133052	19	747
14308	0.023	0.218342133052	19	3372
16147	0.023	0.218342133052	19	1995
16277	0.023	0.218342133052	19	1884
17255	0.023	0.218342133052	18	3519
17311	0.023	0.218342133052	17	717
18541	0.023	0.218342133052	15	669
19579	0.023	0.218342133052	14	1362
10345	0.024	0.221975308642	18	2268
10504	0.024	0.221975308642	18	2109
10993	0.024	0.221975308642	17	825
11194	0.024	0.221975308642	17	1203
12253	0.024	0.221975308642	18	1431
12843	0.024	0.221975308642	17	1272
13657	0.024	0.221975308642	19	339
14452	0.024	0.221975308642	19	2685
14527	0.024	0.221975308642	19	3102
15275	0.024	0.221975308642	19	1407
15506	0.024	0.221975308642	19	1203
15720	0.024	0.221975308642	19	2931
15857	0.024	0.221975308642	19	1320
16346	0.024	0.221975308642	18	453
16369	0.024	0.221975308642	19	9381
16380	0.024	0.221975308642	19	2130
16476	0.024	0.221975308642	19	7368
16915	0.024	0.221975308642	18	1662
16934	0.024	0.221975308642	16	3615
17024	0.024	0.221975308642	18	2190
17452	0.024	0.221975308642	17	1488
17498	0.024	0.221975308642	18	1920
19137	0.024	0.221975308642	15	996
19343	0.024	0.221975308642	14	315
19647	0.024	0.221975308642	13	360
10563	0.025	0.224974974975	18	5973
10580	0.025	0.224974974975	16	2787
10983	0.025	0.224974974975	16	1212
11156	0.025	0.224974974975	16	693
11315	0.025	0.224974974975	18	2052
11604	0.025	0.224974974975	18	1464
11756	0.025	0.224974974975	18	1527
12055	0.025	0.224974974975	19	5391
12765	0.025	0.224974974975	19	1212
13228	0.025	0.224974974975	15	1434
13696	0.025	0.224974974975	19	2631
13943	0.025	0.224974974975	19	3756
13998	0.025	0.224974974975	19	744
14356	0.025	0.224974974975	17	333
15575	0.025	0.224974974975	19	774
15806	0.025	0.224974974975	19	1215
16246	0.025	0.224974974975	19	1014
16523	0.025	0.224974974975	19	1623
17170	0.025	0.224974974975	12	2028
17259	0.025	0.224974974975	18	2199
18048	0.025	0.224974974975	18	1374
18106	0.025	0.224974974975	18	705
18141	0.025	0.224974974975	15	1341
18524	0.025	0.224974974975	16	1224
18573	0.025	0.224974974975	16	501
18840	0.025	0.224974974975	17	1737
19086	0.025	0.224974974975	15	381
10991	0.026	0.227152575316	18	1893
11211	0.026	0.227152575316	18	4386
12113	0.026	0.227152575316	18	909
12218	0.026	0.227152575316	17	1533
12572	0.026	0.227152575316	19	846
12597	0.026	0.227152575316	19	651
13606	0.026	0.227152575316	18	1299
13905	0.026	0.227152575316	19	1899
14001	0.026	0.227152575316	19	1494
14747	0.026	0.227152575316	19	2796
14850	0.026	0.227152575316	19	1014
15248	0.026	0.227152575316	17	3090
15652	0.026	0.227152575316	19	1329
15680	0.026	0.227152575316	19	1533
15768	0.026	0.227152575316	16	1173
15850	0.026	0.227152575316	19	822
16176	0.026	0.227152575316	18	4179
16336	0.026	0.227152575316	16	1272
16533	0.026	0.227152575316	19	375
16917	0.026	0.227152575316	18	2244
16984	0.026	0.227152575316	17	2325
17282	0.026	0.227152575316	18	1839
17485	0.026	0.227152575316	18	2700
17632	0.026	0.227152575316	16	336
17716	0.026	0.227152575316	17	1608
17740	0.026	0.227152575316	18	2160
18032	0.026	0.227152575316	18	1647
18432	0.026	0.227152575316	17	684
18633	0.026	0.227152575316	14	426
18924	0.026	0.227152575316	15	357
10835	0.027	0.230075829384	16	3849
11027	0.027	0.230075829384	19	1539
11140	0.027	0.230075829384	11	342
11219	0.027	0.230075829384	18	6774
11327	0.027	0.230075829384	18	1719
11751	0.027	0.230075829384	18	5265
11794	0.027	0.230075829384	19	2007
12202	0.027	0.230075829384	18	657
12255	0.027	0.230075829384	18	3246
12545	0.027	0.230075829384	19	1548
12927	0.027	0.230075829384	19	1545
13263	0.027	0.230075829384	18	1815
13275	0.027	0.230075829384	19	1848
13343	0.027	0.230075829384	19	1431
13350	0.027	0.230075829384	17	1707
13532	0.027	0.230075829384	19	2370
13859	0.027	0.230075829384	19	3912
14382	0.027	0.230075829384	18	516
14550	0.027	0.230075829384	18	1308
14691	0.027	0.230075829384	18	3048
15235	0.027	0.230075829384	17	729
15292	0.027	0.230075829384	19	7944
16387	0.027	0.230075829384	19	2934
17309	0.027	0.230075829384	18	786
19193	0.027	0.230075829384	14	411
19979	0.027	0.230075829384	10	513
10949	0.028	0.232	18	1644
11021	0.028	0.232	19	6243
11129	0.028	0.232	15	5706
11521	0.028	0.232	13	1023
11591	0.028	0.232	19	2499
12178	0.028	0.232	18	1599
12581	0.028	0.232	19	1275
12687	0.028	0.232	19	1644
12809	0.028	0.232	18	1140
13597	0.028	0.232	18	1440
13850	0.028	0.232	19	1083
14094	0.028	0.232	19	639
14553	0.028	0.232	19	1749
14558	0.028	0.232	19	339
14853	0.028	0.232	19	1389
14894	0.028	0.232	19	2043
15558	0.028	0.232	19	1752
15657	0.028	0.232	19	1938
16033	0.028	0.232	19	957
16318	0.028	0.232	19	2115
16448	0.028	0.232	19	2004
16853	0.028	0.232	19	1014
17131	0.028	0.232	17	1479
17341	0.028	0.232	18	696
17429	0.028	0.232	18	1368
17569	0.028	0.232	18	510
17705	0.028	0.232	18	1233
18902	0.028	0.232	14	1671
18975	0.028	0.232	14	1122
19118	0.028	0.232	16	477
10653	0.029	0.233401969561	14	2727
10880	0.029	0.233401969561	17	1191
11119	0.029	0.233401969561	18	1731
11181	0.029	0.233401969561	18	3222
11446	0.029	0.233401969561	18	5592
12103	0.029	0.233401969561	18	834
12579	0.029	0.233401969561	19	2709
12603	0.029	0.233401969561	19	1854
12786	0.029	0.233401969561	19	585
13291	0.029	0.233401969561	19	4767
13336	0.029	0.233401969561	19	3402
13444	0.029	0.233401969561	19	720
13674	0.029	0.233401969561	19	1791
13798	0.029	0.233401969561	19	1533
13963	0.029	0.233401969561	19	2523
14074	0.029	0.233401969561	19	1608
14695	0.029	0.233401969561	16	729
14931	0.029	0.233401969561	19	4443
15364	0.029	0.233401969561	19	3249
15423	0.029	0.233401969561	19	1290
15493	0.029	0.233401969561	18	1020
15556	0.029	0.233401969561	19	678
15977	0.029	0.233401969561	15	576
16264	0.029	0.233401969561	19	1815
16833	0.029	0.233401969561	19	1089
16908	0.029	0.233401969561	18	2880
17040	0.029	0.233401969561	17	387
17689	0.029	0.233401969561	18	783
17824	0.029	0.233401969561	18	1467
17831	0.029	0.233401969561	18	2763
18413	0.029	0.233401969561	16	897
19790	0.029	0.233401969561	12	786
10782	0.03	0.234930313589	15	3000
11033	0.03	0.234930313589	15	4670
11151	0.03	0.234930313589	17	801
11639	0.03	0.234930313589	19	3054
11741	0.03	0.234930313589	18	6231
11950	0.03	0.234930313589	17	1548
12052	0.03	0.234930313589	19	975
12389	0.03	0.234930313589	19	2172
12898	0.03	0.234930313589	19	1347
13007	0.03	0.234930313589	19	672
13409	0.03	0.234930313589	19	3018
13442	0.03	0.234930313589	19	2247
13624	0.03	0.234930313589	19	1212
13802	0.03	0.234930313589	17	1701
14018	0.03	0.234930313589	19	876
14137	0.03	0.234930313589	19	516
14385	0.03	0.234930313589	19	1134
14636	0.03	0.234930313589	18	1509
15736	0.03	0.234930313589	19	1752
15800	0.03	0.234930313589	18	1197
15947	0.03	0.234930313589	19	1176
16020	0.03	0.234930313589	19	1587
16384	0.03	0.234930313589	19	318
16510	0.03	0.234930313589	18	1482
16966	0.03	0.234930313589	18	2175
17753	0.03	0.234930313589	18	1320
17828	0.03	0.234930313589	17	312
17997	0.03	0.234930313589	18	2586
18278	0.03	0.234930313589	17	846
19764	0.03	0.234930313589	12	579
19895	0.03	0.234930313589	11	345
10295	0.032	0.236395978345	19	1833
10452	0.031	0.236395978345	14	5061
10500	0.031	0.236395978345	16	2535
10508	0.032	0.236395978345	17	2487
10549	0.031	0.236395978345	18	2658
10649	0.034	0.236395978345	14	1077
10679	0.034	0.236395978345	16	1485
10761	0.032	0.236395978345	13	1788
10805	0.031	0.236395978345	18	3705
10845	0.032	0.236395978345	18	3639
10942	0.031	0.236395978345	18	1155
11017	0.031	0.236395978345	17	1551
11101	0.032	0.236395978345	15	1254
11103	0.033	0.236395978345	17	3270
11225	0.033	0.236395978345	18	912
11231	0.031	0.236395978345	17	2682
11248	0.033	0.236395978345	16	1509
11335	0.034	0.236395978345	17	5331
11432	0.033	0.236395978345	18	1986
11501	0.031	0.236395978345	17	2973
11527	0.031	0.236395978345	19	1263
11580	0.032	0.236395978345	17	2406
11613	0.033	0.236395978345	18	1806
11722	0.033	0.236395978345	19	1188
11803	0.033	0.236395978345	19	921
11825	0.031	0.236395978345	18	939
11845	0.033	0.236395978345	14	1821
11904	0.034	0.236395978345	18	2100
11997	0.032	0.236395978345	19	2091
12042	0.034	0.236395978345	19	3333
12157	0.034	0.236395978345	18	984
12214	0.031	0.236395978345	19	1533
12260	0.034	0.236395978345	19	2322
12382	0.034	0.236395978345	19	1620
12398	0.034	0.236395978345	17	1161
12472	0.033	0.236395978345	19	2916
12521	0.034	0.236395978345	18	2826
12554	0.032	0.236395978345	18	1386
12623	0.034	0.236395978345	18	738
12635	0.034	0.236395978345	18	1026
12766	0.032	0.236395978345	19	390
12954	0.034	0.236395978345	19	1599
12964	0.033	0.236395978345	19	1146
12980	0.033	0.236395978345	19	1437
13010	0.031	0.236395978345	19	894
13021	0.031	0.236395978345	19	3330
13068	0.031	0.236395978345	19	2739
13413	0.033	0.236395978345	19	1965
13502	0.031	0.236395978345	18	1074
13568	0.034	0.236395978345	19	1095
13575	0.034	0.236395978345	19	2505
13585	0.031	0.236395978345	16	303
13612	0.034	0.236395978345	19	1911
13632	0.032	0.236395978345	17	381
13706	0.031	0.236395978345	19	2994
13754	0.034	0.236395978345	19	6798
13769	0.034	0.236395978345	18	3531
13831	0.034	0.236395978345	19	1416
13833	0.032	0.236395978345	19	1032
13959	0.033	0.236395978345	19	843
13965	0.034	0.236395978345	19	3186
13992	0.034	0.236395978345	19	1374
14084	0.033	0.236395978345	16	1629
14109	0.034	0.236395978345	19	750
14141	0.033	0.236395978345	19	1245
14210	0.031	0.236395978345	19	2643
14228	0.033	0.236395978345	19	3876
14337	0.032	0.236395978345	19	309
14404	0.032	0.236395978345	19	1302
14462	0.033	0.236395978345	19	462
14484	0.033	0.236395978345	17	900
14488	0.034	0.236395978345	18	2283
14812	0.034	0.236395978345	19	1290
14822	0.034	0.236395978345	19	2748
14839	0.032	0.236395978345	19	1401
14878	0.033	0.236395978345	19	843
14882	0.034	0.236395978345	18	1548
14896	0.033	0.236395978345	19	816
14955	0.033	0.236395978345	19	510
15005	0.031	0.236395978345	19	1935
15080	0.034	0.236395978345	19	1134
15194	0.034	0.236395978345	18	348
15287	0.034	0.236395978345	18	651
15386	0.033	0.236395978345	19	1161
15449	0.033	0.236395978345	19	2772
15451	0.034	0.236395978345	19	2868
15500	0.033	0.236395978345	19	2748
15541	0.031	0.236395978345	19	1257
15549	0.032	0.236395978345	18	885
15557	0.032	0.236395978345	18	1191
15661	0.034	0.236395978345	19	546
15701	0.034	0.236395978345	17	960
15810	0.032	0.236395978345	19	1104
15836	0.034	0.236395978345	19	417
15860	0.032	0.236395978345	19	408
15886	0.033	0.236395978345	19	861
16037	0.034	0.236395978345	19	1488
16107	0.033	0.236395978345	19	726
16117	0.033	0.236395978345	19	615
16210	0.031	0.236395978345	19	2796
16261	0.032	0.236395978345	19	396
16263	0.031	0.236395978345	19	1917
16268	0.032	0.236395978345	19	1728
16402	0.032	0.236395978345	19	612
16403	0.032	0.236395978345	19	804
16478	0.031	0.236395978345	18	540
16516	0.031	0.236395978345	19	2310
16666	0.033	0.236395978345	19	600
16676	0.033	0.236395978345	19	2694
16734	0.032	0.236395978345	19	2430
16740	0.033	0.236395978345	19	1749
16783	0.033	0.236395978345	19	1023
16903	0.032	0.236395978345	19	849
16914	0.032	0.236395978345	18	1215
17123	0.032	0.236395978345	16	708
17133	0.032	0.236395978345	17	1851
17257	0.033	0.236395978345	18	1719
17346	0.032	0.236395978345	18	729
17408	0.033	0.236395978345	18	1170
17603	0.032	0.236395978345	18	984
17654	0.032	0.236395978345	18	633
17699	0.034	0.236395978345	18	2187
17734	0.033	0.236395978345	17	933
17759	0.033	0.236395978345	16	1527
18135	0.033	0.236395978345	18	987
18154	0.032	0.236395978345	14	1152
18183	0.031	0.236395978345	13	348
18301	0.034	0.236395978345	17	1098
18341	0.033	0.236395978345	17	555
18350	0.031	0.236395978345	17	1344
18362	0.033	0.236395978345	15	384
18458	0.034	0.236395978345	17	1122
18488	0.033	0.236395978345	17	1716
18555	0.032	0.236395978345	17	798
18681	0.034	0.236395978345	16	567
18736	0.033	0.236395978345	17	3138
18755	0.032	0.236395978345	15	534
18910	0.033	0.236395978345	10	351
18941	0.034	0.236395978345	16	1140
18998	0.031	0.236395978345	16	396
19004	0.034	0.236395978345	16	1515
19090	0.031	0.236395978345	14	528
19235	0.033	0.236395978345	12	393
19472	0.033	0.236395978345	14	1170
20104	0.034	0.236395978345	10	474
10833	0.035	0.238010590015	16	1431
10920	0.035	0.238010590015	17	2241
11644	0.035	0.238010590015	16	1260
11648	0.035	0.238010590015	18	1710
12099	0.035	0.238010590015	18	510
12715	0.035	0.238010590015	19	2685
