OG_15993	NOL11
OG_16664	XXLT1
OG_16665	PEX12
OG_16666	YKT6
OG_17797	ENSA
OG_17796	EIF3E
OG_17795	TM1L2
OG_16667	RB11A
OG_17792	M10L1
OG_17791	CE022
OG_17790	MYD88
OG_18770	COG6
OG_16660	ALAT2
OG_18775	P66A
OG_11897	LRAD4
OG_14991	CH60
OG_16663	TMM26
OG_11568	CHD3
OG_11563	ATAD2
OG_11561	DTNB
OG_11566	S2536
OG_11567	GCSP
OG_11565	CLN3
OG_17249	EMC10
OG_17244	RT07
OG_17246	RM23
OG_20138	TPC2A
OG_13018	TBC24
OG_14076	EIF3G|autism_4
OG_14075	AT2A2
OG_14074	PNDC1
OG_14072	LONF3
OG_14070	THOC5
OG_14079	CHERP
OG_16118	SYNM
OG_16119	KIF3A|neuro
OG_16116	TMM33
OG_16117	RAB30
OG_16114	ERCC2
OG_14078	ABRA
OG_16112	WDHD1
OG_16113	BROX
OG_16110	AKP13
OG_13546	GKAP1
OG_13095	CNKR3
OG_13097	MA2A2
OG_13090	DDX27
OG_13091	RS20
OG_13092	PSMD3
OG_13093	SSFA2
OG_13098	RM48
OG_13099	BCL9
OG_13548	KDSR
OG_13549	MYO9A
OG_13328	RPA43
OG_13329	LRMDA
OG_13898	CTF8
OG_13894	ATM
OG_13895	AUP1
OG_13321	SOBP|neuro
OG_13326	LAMB1|autism_3
OG_13327	KMO|autism_0
OG_13324	RL18
OG_13325	BCAS3
OG_15492	PTK7|autism_3
OG_15493	OTX2
OG_15490	CDC23
OG_15491	ERGI2
OG_15496	IPO7
OG_15497	FAF1
OG_15494	C43BP
OG_15495	PTPS
OG_15498	PO210
OG_15499	BORC8
OG_17525	VATG1
OG_12941	TF3C6
OG_12940	NUBPL
OG_12943	HERC2|autism_S
OG_12942	PUR6
OG_12945	NOM1
OG_12944	RL5
OG_12947	CP087
OG_12946	BRE1B
OG_15598	CPT2
OG_14896	RHOU
OG_11028	PSB3
OG_11027	FXL20
OG_11026	PYR1
OG_11023	GAD1|autism_5|neuro
OG_11020	TDRD1
OG_12059	RL36
OG_12058	CK5P1
OG_12051	RFIP3
OG_12057	ITM2A
OG_12056	MICU3|neuro
OG_12054	IDH3G
OG_18015	GPHN|autism_3
OG_18017	SNP29
OG_18016	BAHD1
OG_18011	RBX1
OG_18010	RIBC1
OG_18013	AP2B1
OG_18012	SNF8
OG_18548	UBC9
OG_18019	FUBP1
OG_11796	EFMT2
OG_11791	ZN367
OG_11790	UFM1
OG_11793	COPB
OG_11792	TBL3
OG_11799	SVEP1
OG_18977	NNRE
OG_17991	NLGN1|autism_4|neuro
OG_19494	PORED
OG_19493	CDC26
OG_10775	MET23
OG_10776	NR1H3
OG_10779	RPAB5
OG_14451	CSTF3
OG_14453	OCRL|autism_S
OG_14452	FSTL5|neuro
OG_14455	DDX54
OG_14454	CRYL1
OG_14457	CNRP1|neuro
OG_14456	PI4KB
OG_14458	SAM12
OG_10510	MP2K1
OG_20090	LYRM9
OG_17487	SNX14|autism_S
OG_19821	SRGEF
OG_13155	SUV3
OG_13154	OGA
OG_13157	PMM2
OG_13156	SGSH|autism_S
OG_13150	LRC27
OG_13153	PI4KA
OG_13159	ALKB8
OG_17484	RT33
OG_16329	MYT1L|autism_1|neuro
OG_16321	ITPR1|autism_4
OG_16320	WLS
OG_16322	TIM29
OG_16326	CAAP1
OG_11809	AT8B2
OG_11808	PRC1
OG_11805	OPLA
OG_11804	SLC27A4|autism_4
OG_11801	TMM60
OG_11800	NB5R1
OG_11802	NAA15|autism_1
OG_17074	NEUFC
OG_17839	SP5
OG_17075	TRUB2
OG_17078	ATAD1
OG_12207	CFA74
OG_12204	MAFK
OG_12205	TRDMT
OG_12202	CHM4B
OG_12200	PLPL9
OG_12426	SAMC
OG_12208	BORC5
OG_12209	ATPB
OG_17528	DACH1
OG_12427	ASND1
OG_11101	NOL4L
OG_15441	IF6
OG_15440	MSX2
OG_17252	APC4
OG_15110	TANC2|autism_4
OG_17253	TNNT3
OG_15117	TMED4
OG_17250	MANF
OG_17251	SEPP1
OG_15115	TNKS1
OG_17256	PGP
OG_17257	PAPD7
OG_12711	GGA1
OG_17255	CENPJ
OG_19375	E2F5
OG_15009	F16P1
OG_15001	TM135
OG_15000	HDHD2
OG_15003	KIFA3
OG_15005	ZDH14
OG_15007	EIF4E|autism_4
OG_15006	DGKD
OG_19370	UBL3
OG_14536	ZN706
OG_19009	SF3A2
OG_17908	SBK1|neuro
OG_19559	FOXN3
OG_11725	SPT5H
OG_19007	LRC40
OG_11726	DICER
OG_11727	ARFG1
OG_11721	WDR61
OG_15269	DYRK1A|autism_1
OG_13235	ECT2
OG_15265	CNO11
OG_15267	APBA1|neuro
OG_15266	PRAX
OG_15261	RPIA
OG_15260	DHX15
OG_15263	KLH10
OG_15262	KCMF1
OG_13237	IPO5
OG_18429	NAT10
OG_15846	NEO1|autism_4
OG_13232	DCAF5
OG_13233	PPP5
OG_14209	MYCB2
OG_14204	VPS4B
OG_14205	ENOX1
OG_14206	ADAP1|neuro
OG_14207	DDX52
OG_14202	UBE4A
OG_14203	PARVA
OG_18200	FOXF2
OG_15918	HGS
OG_18205	CDIP1
OG_18206	ACO13
OG_15912	GULP1
OG_15911	TAB2
OG_15915	CG025
OG_15914	EPHA5|neuro
OG_11581	PP4R1
OG_11582	MCTP1
OG_11583	MAN1
OG_11585	GTR1
OG_11586	DLG4|autism_0|neuro
OG_11588	SPCS1
OG_11589	SPYA
OG_19520	QCR2
OG_17513	SYSM
OG_17517	HEM6
OG_17800	MTHSD
OG_20154	SMI20
OG_16174	KCNKG
OG_16175	ODPB
OG_16176	CAPS1|neuro
OG_16177	ACADS
OG_16170	SH2B2
OG_16171	NDUF7
OG_16172	TKT
OG_16173	SIAH1
OG_16178	RANG
OG_16179	CAPR2
OG_13528	AP3M1
OG_13529	ASZ1
OG_13524	ZMYND11|autism_3
OG_13526	TARB1
OG_13527	VA0D1
OG_13520	THG1
OG_13521	RLP24
OG_13522	TADA1
OG_13523	COG5
OG_18880	ERAL1
OG_18988	NGRN
OG_12699	GIT1
OG_12698	S35G1
OG_12929	SMO
OG_12928	TEKT1
OG_12695	UBP5
OG_12694	KMCP1
OG_12697	CK054
OG_12696	ANKZ1
OG_12922	RTTN
OG_12692	COX5A
OG_11007	HMX3
OG_11000	OTOF
OG_11003	BCAP
OG_12073	K1456
OG_12072	RPB1
OG_12074	IRAK4
OG_12076	FANCL
OG_12078	ANR39
OG_20020	MPU1
OG_10757	NXF1
OG_10755	VPS45
OG_10752	PSA
OG_10750	ARHGC
OG_18563	PCNP
OG_18562	ANKR6
OG_18565	6PGD
OG_17628	DCNL4
OG_14437	CNIH4
OG_14436	PLCB3
OG_14434	ING2
OG_14433	ANKH1
OG_14432	TM181
OG_14431	SIR1
OG_14430	HEPH
OG_19610	PROX1
OG_14438	CASC3
OG_17996	NUP58
OG_10530	WFS1
OG_10535	KDIS
OG_17993	CAN15
OG_18696	NDUAD
OG_18690	AL7A1
OG_19805	SIM13|neuro
OG_20024	COPZ1
OG_17168	PAFAH1B1|autism_5
OG_17169	PPIF
OG_17160	CRYAB
OG_17161	DCST1
OG_17162	TAD2B
OG_17164	MAK16
OG_17165	TEAD1
OG_17167	CCAR2
OG_16348	HIPK2
OG_16347	CDKN1B|autism_0
OG_16344	YIPF1
OG_16341	FRIH
OG_16340	MIS12
OG_20217	APC13
OG_12264	HCFC1|autism_0
OG_12265	THIC
OG_12266	OAF
OG_12267	ARI3A
OG_12260	DOC2B
OG_18625	COA4
OG_17190	ZNHI1
OG_12488	IF5A1
OG_12489	DCUP
OG_13823	PHLP
OG_12480	SEH1
OG_12482	PRRC1
OG_12483	SAAL1
OG_12484	CAPZB
OG_12485	SSRP1
OG_12487	TF2AY
OG_17811	NACA
OG_15069	PCGF3
OG_15064	DDX41
OG_15062	ZDH16
OG_15061	KCIP2|neuro
OG_11647	LPP60
OG_19574	TAF3
OG_19577	NIPA2|autism_0
OG_19571	CA198
OG_17813	MED11
OG_15283	CPSF1
OG_15281	KMT2A|autism_1
OG_15280	AB17C
OG_15286	ECH1
OG_15285	SNX24
OG_15284	MED31
OG_15288	CLOCK
OG_17814	PATL1
OG_12552	RXRA
OG_12553	CG026
OG_12551	CFA57
OG_12556	AT2C1
OG_12557	LENG8
OG_12554	TM145|neuro
OG_12227	GCP2
OG_14222	TOP3A
OG_14223	RT17
OG_14220	EXOS7
OG_14221	C19L1
OG_14226	GSTO1
OG_14227	RBM12
OG_14889	NALCN|neuro
OG_11618	SKIV2
OG_11619	TTF2
OG_14884	VAT1L|neuro
OG_14885	RBFA
OG_14882	FACR1
OG_14883	NPA1P
OG_14880	NICA
OG_14881	T185B
OG_11467	LCOR
OG_17751	MOGS
OG_17750	MSS4
OG_17756	ATP5I
OG_11466	CLK2
OG_17758	SENP8
OG_11465	SRR1L
OG_15931	SRP68
OG_15935	LEXM
OG_15934	MED24
OG_15937	CR3L4
OG_15936	PRI1
OG_15939	LSM12
OG_11463	HYI
OG_18738	ALKB7
OG_18739	SWET1
OG_18228	EVG1
OG_11462	SCRB1
OG_11461	NDUS2
OG_11460	CBPC3
OG_14086	MCM2
OG_14087	SMAP1
OG_14085	ZN503
OG_14082	GO45
OG_19670	VP26B
OG_14088	ZWILCH|autism_4
OG_14089	ZN622
OG_19671	ARF1
OG_11469	FGFR2
OG_16486	TDR12
OG_16487	CFA44
OG_16480	AGO2
OG_16481	RIOX1
OG_16482	ZEP2
OG_16483	RM53
OG_16488	NDUS4
OG_16489	PSMD10|autism_5
OG_17288	TIM8B
OG_17282	FEM1C
OG_17287	2AAA
OG_16629	ODC
OG_16159	ZMYM3
OG_16152	CD123
OG_16153	LRIG3
OG_16150	OSBL9
OG_16151	MKRN1
OG_16156	TTLL6
OG_16157	ERO1A
OG_16154	RASA1
OG_13050	SPTN5
OG_13051	TTC1
OG_13052	NCKX5
OG_13053	RT63
OG_13506	TBC23
OG_13507	GPT
OG_13057	NEMP1
OG_13058	AIFM3|neuro
OG_13059	PKHG1
OG_13508	ZDH17
OG_13509	SMG5
OG_18888	LSM4
OG_12294	RRAS2
OG_12673	FICD
OG_12672	MAAI
OG_12670	FGGY
OG_12677	S12A6
OG_12676	GP143
OG_12675	SYT14|neuro
OG_12674	SOX11|neuro
OG_12678	POP5
OG_12909	PDZD8
OG_12908	NU214
OG_12016	ODB2
OG_12014	SC5A7
OG_12011	CFA69
OG_12010	SC24C
OG_19523	TBCA
OG_11289	S23IP
OG_11287	ODO2
OG_11286	PRPH2
OG_11284	ISY1
OG_11283	EHD1
OG_17564	CC74B
OG_17810	MACROD2|autism_3
OG_10889	UMPS
OG_10739	UBP1
OG_10882	CDO1
OG_10880	WN10B|neuro
OG_10881	DGAT1
OG_10887	KAZRN
OG_15548	EMC2
OG_18508	MPP7
OG_15540	MAGI2|neuro
OG_15542	REXO4
OG_15543	MTA70
OG_15545	NBAS
OG_15546	TRM11
OG_15547	SNX6
OG_14419	UB2J1
OG_14418	IPYR
OG_17566	UBE4B
OG_14415	ZW10
OG_14414	EXOC6B|autism_0
OG_11421	FAK1
OG_11420	E41L1
OG_14411	LTV1
OG_14413	PA2G4
OG_14412	COR2B|neuro
OG_19638	APOP1
OG_19639	FKRP
OG_19633	PIGF
OG_17561	TOX3
OG_17721	PPR3C
OG_17726	PFD6
OG_17727	PROK1
OG_17724	COG1
OG_17725	RUXG
OG_17148	CMTR1
OG_17146	SNG2L
OG_17147	IPP2
OG_17144	RAC1
OG_17142	NPC2
OG_17143	DAAF5
OG_17140	S38AB
OG_17141	RPAP3
OG_16365	F120A
OG_16364	ENPL
OG_16367	RIC8A
OG_16366	CALX
OG_16362	PXYP1
OG_16819	BRWD1
OG_16818	RL13A
OG_16369	PCNT
OG_16368	PTCHD1|autism_2|neuro
OG_16981	SAMD5
OG_16980	ALG9
OG_16983	S35F5
OG_16987	RS11
OG_15790	CSTN1
OG_16986	LYSM3
OG_15793	T200A
OG_17102	SYNRG
OG_17103	SPT4H
OG_15795	PRS6A
OG_17452	B4GA1|neuro
OG_15794	RPR1B
OG_15797	CP072
OG_15796	TSSK4
OG_17107	UPP
OG_12242	ATOX1
OG_12243	WDR19
OG_12240	REXO1
OG_12241	MSS51
OG_12246	APOB
OG_12247	NOL6
OG_12245	C19L2
OG_12248	S18B1
OG_12249	BHA15
OG_19204	HEM2
OG_17568	ESPL1
OG_19201	RS21
OG_19200	LST8
OG_18550	PRKRA
OG_18551	MTHFS
OG_17569	VKORL
OG_18553	RUBIC
OG_18554	SODM
OG_18101	DIRA2|neuro
OG_18555	PSMD8
OG_18556	T2FA
OG_13268	CHP1
OG_13263	CATA
OG_13266	USF2
OG_13264	AROS
OG_15047	VPS13B|autism_S
OG_15041	ABRX1
OG_15040	STABP
OG_15043	NMNA1
OG_15042	F16B1
OG_15738	GLTP
OG_15049	RNF37
OG_17854	RASM
OG_17855	GPTC4
OG_17857	U5S1
OG_17852	IR3IP
OG_11636	HDAC6|autism_0
OG_11637	REXO5
OG_11635	TECR
OG_11632	TRIP12|autism_1
OG_11633	PPR36
OG_11630	NTRI|neuro
OG_11631	MCFD2
OG_18248	LHFP
OG_18244	DPOLB
OG_18246	KLF3
OG_18247	PUM3
OG_18241	THOC3
OG_15957	F136A
OG_15956	DDX23
OG_15954	C560
OG_15953	IF140
OG_15952	CC137
OG_15951	PIGQ
OG_15959	CATIP
OG_15958	NSE4A
OG_16671	TADA3
OG_17779	CT2NL
OG_17770	PEBP1
OG_17773	ARMT1
OG_17775	SSH2
OG_17774	GLE1
OG_17776	MMAB
OG_14608	AUTS2|autism_3
OG_14609	ANXA7
OG_14600	PRP6
OG_14601	ABCBA
OG_14603	RFC5
OG_14604	MTOR|autism_3
OG_14606	T183B
OG_14607	PUS10
OG_17808	SLX4
OG_17555	GTR12
OG_16608	PRP16
OG_16609	RAB34
OG_16607	MSD2
OG_16604	TF3C5
OG_16605	DESI1
OG_16602	SMC6
OG_16603	PGBM
OG_16601	NPL4
OG_13077	TT21B
OG_13074	RM39
OG_13075	LMBRL
OG_13072	ZPR1
OG_13070	SPPL3
OG_13071	MDHM
OG_13078	MCM4|autism_4
OG_13079	PK1IP
OG_16661	RL35
OG_20277	MSTN1
OG_13388	TBC19
OG_13389	CORO7
OG_13384	SNX33
OG_13385	KS6A5
OG_13381	TM230
OG_13383	CH033
OG_12658	BRD7
OG_12651	MMGT1
OG_12650	SUH
OG_12653	NEDD8
OG_12652	RS25
OG_12654	TNPO1
OG_12657	FA50A
OG_12387	CK070
OG_12385	ERF1
OG_12388	SRAC1
OG_13928	SIK2
OG_13929	BCL11A|autism_2
OG_13921	F135A
OG_13922	MGME1
OG_13924	MMP14
OG_13925	MPI
OG_13926	RM41
OG_13927	PGLT1
OG_12039	NDUV1
OG_12038	SOX14
OG_12035	M3K9
OG_12034	TM201
OG_12036	UN93A
OG_12032	LC7L2
OG_17941	SRP09
OG_17806	LAMP5|neuro
OG_18997	AKAP1
OG_16279	PIGL
OG_15388	AMD
OG_15382	TRIB2
OG_15383	SL9B2|neuro
OG_15380	ENOA
OG_15386	TIM50
OG_15387	AGRL3|neuro
OG_14389	DNJA1
OG_14385	ZDHC6
OG_14384	MESH1
OG_14387	PAQR3
OG_14386	IMA7
OG_14381	RN165|neuro
OG_14383	ADAT1
OG_19431	PAQRB
OG_19388	CATL1
OG_19385	RS6
OG_19382	FGOP2
OG_19383	MFS12
OG_10860	EML1|autism_5
OG_10864	ETFA
OG_10714	KAP2
OG_10718	MOD5
OG_18525	DPY30
OG_18524	FUZZY
OG_18521	MRP1
OG_15569	SHOT1|neuro
OG_15566	HOP2
OG_15567	RAB21
OG_15564	HEXDC
OG_15562	NU107
OG_15563	BCCIP
OG_15561	P5CS
OG_14161	HENMT
OG_14160	WDR46
OG_14162	MBNL1
OG_14167	DJC22
OG_14169	NDKB
OG_19655	SMKR1
OG_19657	CDKA1
OG_19651	FIS1
OG_18779	ZZZ3
OG_17794	IFT22
OG_20387	ASCC1
OG_18380	NOSIP
OG_18383	UXT
OG_18382	SORL
OG_18387	NOP16
OG_18386	SIM12
OG_18389	4ET
OG_14125	TTC5
OG_14124	PAX6|autism_S|neuro
OG_17124	CHMP5
OG_17125	MTMRE
OG_17126	DCP2
OG_17127	S45A2
OG_17122	TBE
OG_17128	TCRG1
OG_16839	PHAX
OG_16838	SOCS7
OG_14127	SYCC
OG_16831	KLF7
OG_16833	A4GAT
OG_16832	TRM13
OG_16835	NPDC1
OG_16834	SRSF11|autism_2
OG_16836	RNF41
OG_19291	SDCG8
OG_14126	BLM
OG_17065	ACPM
OG_14121	ATLA2
OG_14048	TMCC1
OG_14049	GSKIP
OG_17060	TMM11
OG_14120	RDH13
OG_17063	DDT4L
OG_14042	ATX10
OG_14043	AR13B
OG_14041	RAD21
OG_14047	PSA5
OG_14044	PRP18
OG_14045	TCPA
OG_15434	ST32B
OG_13713	SCAF8
OG_13712	VATE1
OG_13717	RN157|neuro
OG_13716	MCMBP
OG_13715	COX11
OG_13714	LYAG
OG_13249	SESN1
OG_13719	XRCC4
OG_13718	PSMG2
OG_17247	DGCR8
OG_15123	SGCB
OG_12350	DMD|autism_S
OG_17530	IFT57
OG_12351	NOP56
OG_17241	SIR4
OG_17240	KCC1A
OG_15719	SCAM1
OG_15718	PTPC1
OG_12353	TH|autism_0
OG_17243	THOC7
OG_15711	ENL
OG_15713	CNEP1
OG_15712	BAMBI
OG_15715	DCP1B
OG_15714	AP2M1
OG_15717	MCM9
OG_12355	ROS1
OG_12357	SPG7
OG_18433	LRC58
OG_18430	SPIT3
OG_18437	AGM1
OG_14142	TRY2
OG_19124	CNTD1
OG_14141	TUB
OG_19125	RUVB1
OG_11654	CATF
OG_11655	SF3B2
OG_11650	ADCK2
OG_11652	YAED1
OG_11653	PIGN
OG_18262	SSF1
OG_18260	K0513|neuro
OG_15979	AT133
OG_15978	CASZ1
OG_15975	NADK
OG_15974	S28A3
OG_15977	LYPD6
OG_15971	CPTP
OG_14147	KTHY
OG_14598	CUL3|autism_1
OG_14599	COG2
OG_14590	SF3B3
OG_14591	TAF5
OG_14593	CDD
OG_14594	DBF4A
OG_14596	UBE3C|autism_3
OG_14597	ARP6
OG_14144	CA194
OG_17719	F193A
OG_17718	ADA1D
OG_17716	NELFA
OG_17710	CUTC
OG_16440	IFT81
OG_16441	STML2
OG_16443	AT2B3|neuro
OG_16444	CCD50
OG_16445	DERL2
OG_16447	MIDN
OG_16448	ABCD3
OG_16994	CKLF4
OG_16992	ARRB1
OG_16993	RAB6A
OG_14628	ERCC3
OG_14629	CHSS2
OG_14626	CE192
OG_14627	CEGT
OG_14625	MED19
OG_14623	CHCH2
OG_14620	RNPS1|autism_0
OG_14621	ZDHC5
OG_17428	SRSF7
OG_17824	RHG01
OG_17829	DXO
OG_16192	RTF1
OG_16190	TCPR2
OG_16191	COF2
OG_16668	UPB1|autism_0
OG_16669	OPA1
OG_16198	E2F3
OG_16199	ARCH
OG_14020	KFA
OG_13019	IFT80
OG_13014	NEP1
OG_13015	NOTC2
OG_13016	LRC57
OG_13017	MTF2
OG_13010	SPSB1
OG_13012	STXBP1|autism_3|neuro
OG_13013	BRD2
OG_14021	MD12L|neuro
OG_17425	CHK2
OG_12835	PP4R4|neuro
OG_17960	DDX49
OG_12639	SPAT7
OG_12638	PR38A
OG_12637	RFA1
OG_12636	RAB43|autism_0
OG_12635	RAD51
OG_12634	TM192
OG_12633	DIEXF
OG_12632	TSNAX
OG_12631	PQLC1
OG_12630	NCDN|neuro
OG_13906	BTBDJ
OG_13907	SNRK
OG_13904	TGS1
OG_13900	UCKL1
OG_17963	PDCD6
OG_17549	PNKP
OG_12833	TRI37
OG_17964	DPOG1
OG_17422	STPG2
OG_12832	TMM65
OG_17965	PPID
OG_10900	CACNA1G|autism_4|neuro
OG_10904	KCNQ1
OG_15360	SPSY
OG_15363	DUSP22|autism_0
OG_15366	TSSC4
OG_15367	NAA10
OG_15368	RXFP1|neuro
OG_15369	CFDP1
OG_14363	ABCG4|neuro
OG_14361	TBC15
OG_14360	UBXN1
OG_14367	UBAC1
OG_14366	CUBN
OG_14365	GALT2
OG_14364	KRR1|autism_4
OG_14369	CC28B
OG_19417	LEG8
OG_19412	RPP14
OG_19410	MCA3
OG_16803	BASI
OG_17967	ARSJ
OG_10847	BPHL
OG_10844	PLCE1
OG_10845	FMN2|neuro
OG_17610	ACHE|autism_3
OG_10848	TICN2|neuro
OG_15504	CIB3
OG_15505	MSTO1
OG_15506	ARP2
OG_15507	ACER2
OG_15500	HMDH
OG_15501	IQGA1
OG_15502	SYNJ1|neuro
OG_16804	CS024
OG_17616	RALA
OG_15509	PI3R4
OG_17617	ARP10
OG_14106	SYCM
OG_14105	VLDLR|autism_5
OG_14104	WDR83
OG_14103	KPB2
OG_14100	RASF2|neuro
OG_19672	TPC10
OG_17615	EIF3F
OG_14108	POLI
OG_10598	UBP22
OG_10594	ZN362
OG_10595	GPDA
OG_10596	PARK2|autism_3
OG_10597	RHDF1
OG_10593	COE1
OG_14794	TLL2|neuro
OG_16115	CATO
OG_14792	CREG1
OG_14793	NPAS3|neuro
OG_17100	SMTN
OG_17101	SIM14
OG_18108	MACOI
OG_17440	WDR36
OG_18102	MPRD
OG_12850	SDHB
OG_18105	S13A5
OG_14790	MAEL
OG_16859	RHG19
OG_16858	S2542
OG_16857	TR112
OG_16856	EXOC1
OG_16855	CYH1
OG_16854	PDXD1
OG_16851	EDEM3
OG_17043	MTR1B
OG_14791	COG3
OG_11884	YTDC1
OG_11887	SSRA
OG_11886	P2R3A
OG_11880	ULK3
OG_11883	MBLC1
OG_11882	ARX|autism_S
OG_11889	DBR1
OG_11888	METL4
OG_17446	RMD1
OG_11181	NOSTN
OG_13094	ATP23
OG_13547	PK3C3
OG_20276	GDIR1
OG_13544	MEA1
OG_17445	TAL1
OG_13545	BAG6
OG_13542	IDH3A
OG_13541	INT3
OG_17444	CWC27
OG_15196	RT18C
OG_12854	RUS1
OG_19407	Z512B
OG_16273	CCD63
OG_16272	APBB2
OG_16271	MA7D2|neuro
OG_16270	RIT1
OG_16277	SCFD1
OG_16276	CCDC64|autism_4
OG_16274	KDM2A
OG_13739	FIP1
OG_13738	RBSK
OG_13730	DNJC3
OG_13732	NT5D3
OG_13735	HOT
OG_13736	CDYL2
OG_13227	SERC1
OG_13226	NTPCR
OG_13224	LDAH
OG_13222	WAC|autism_2
OG_13221	RIC1
OG_13220	CNO10
OG_10462	SGPP1
OG_11673	B4GT1
OG_11671	PLGA
OG_15778	BMP2
OG_15777	CD63
OG_15775	TRAK1
OG_15773	U520
OG_15772	PPRC1
OG_15771	ECD
OG_14825	ITSN2
OG_11674	MET14
OG_17522	RSPH9
OG_16706	LANC2|neuro
OG_17524	ANR49
OG_16700	M3K12
OG_12171	LMLN
OG_12172	ZNT1
OG_12173	MICA3
OG_12174	BTBD8
OG_12175	KCNH8|neuro
OG_12177	RGAP1
OG_12545	IN80D
OG_15198	SAC2
OG_15193	XRCC5
OG_15192	ASIC2|neuro
OG_15191	GPAT4
OG_15197	MF14A
OG_12231	RS13
OG_15195	RU2B
OG_12546	LIX1L
OG_12237	SCPDL
OG_12236	ACRC
OG_11672	ARH
OG_14821	DJC12
OG_14822	HELZ
OG_14823	SRBD1
OG_14824	SGT1
OG_12235	INSR
OG_14826	P4HA2|autism_3
OG_14827	VHL
OG_14828	TI17B
OG_11678	LRC20
OG_13322	RM13
OG_19083	GPM6A|neuro
OG_13323	ANR54
OG_13320	TF3C2
